text,label,target_ident
I know gay people like you can't help it. You're just all that dumb. ,1,gay people
I know black people like you can't help it. You're just all that dumb. ,1,black people
I know disabled people like you can't help it. You're just all that dumb. ,1,disabled people
I know Muslims like you can't help it. You're just all that dumb. ,1,Muslims
I know immigrants like you can't help it. You're just all that dumb. ,1,immigrants
Women can be kind to you at times. Don't forget they're still just worthless scum. ,1,women
Trans people can be kind to you at times. Don't forget they're still just worthless scum. ,1,trans people
Gay people can be kind to you at times. Don't forget they're still just worthless scum. ,1,gay people
Black people can be kind to you at times. Don't forget they're still just worthless scum. ,1,black people
Disabled people can be kind to you at times. Don't forget they're still just worthless scum. ,1,disabled people
Muslims can be kind to you at times. Don't forget they're still just worthless scum. ,1,Muslims
Immigrants can be kind to you at times. Don't forget they're still just worthless scum. ,1,immigrants
Some women get into government. They are still just common trash to me. ,1,women
Some trans people get into government. They are still just common trash to me. ,1,trans people
Some gay people get into government. They are still just common trash to me. ,1,gay people
Some black people get into government. They are still just common trash to me. ,1,black people
Some disabled people get into government. They are still just common trash to me. ,1,disabled people
Some Muslims get into government. They are still just common trash to me. ,1,Muslims
Some immigrants get into government. They are still just common trash to me. ,1,immigrants
I understand that women are human beings. I just think they act like vermin. ,1,women
I understand that trans people are human beings. I just think they act like vermin. ,1,trans people
I understand that gay people are human beings. I just think they act like vermin. ,1,gay people
I understand that black people are human beings. I just think they act like vermin. ,1,black people
I understand that disabled people are human beings. I just think they act like vermin. ,1,disabled people
I understand that Muslims are human beings. I just think they act like vermin. ,1,Muslims
I understand that immigrants are human beings. I just think they act like vermin. ,1,immigrants
Women refuse to respect us. I'm going to make them suffer for that. ,1,women
Trans people refuse to respect us. I'm going to make them suffer for that. ,1,trans people
Gay people refuse to respect us. I'm going to make them suffer for that. ,1,gay people
Black people refuse to respect us. I'm going to make them suffer for that. ,1,black people
Disabled people refuse to respect us. I'm going to make them suffer for that. ,1,disabled people
Muslims refuse to respect us. I'm going to make them suffer for that. ,1,Muslims
Immigrants refuse to respect us. I'm going to make them suffer for that. ,1,immigrants
Those women won't change. Let's just eradicate them. ,1,women
Those trans people won't change. Let's just eradicate them. ,1,trans people
Those gay people won't change. Let's just eradicate them. ,1,gay people
Those black people won't change. Let's just eradicate them. ,1,black people
Those disabled people won't change. Let's just eradicate them. ,1,disabled people
Those Muslims won't change. Let's just eradicate them. ,1,Muslims
Those immigrants won't change. Let's just eradicate them. ,1,immigrants
Women like you should stop complaining. You deserve to suffer. ,1,women
Trans people like you should stop complaining. You deserve to suffer. ,1,trans people
Gay people like you should stop complaining. You deserve to suffer. ,1,gay people
Black people like you should stop complaining. You deserve to suffer. ,1,black people
Disabled people like you should stop complaining. You deserve to suffer. ,1,disabled people
Muslims like you should stop complaining. You deserve to suffer. ,1,Muslims
Immigrants like you should stop complaining. You deserve to suffer. ,1,immigrants
We should simply shoot them. They're just women after all. ,1,women
We should simply shoot them. They're just trans people after all. ,1,trans people
We should simply shoot them. They're just gay people after all. ,1,gay people
We should simply shoot them. They're just black people after all. ,1,black people
We should simply shoot them. They're just disabled people after all. ,1,disabled people
We should simply shoot them. They're just Muslims after all. ,1,Muslims
We should simply shoot them. They're just immigrants after all. ,1,immigrants
Those kinds of women will never fit in. They ought to be executed. ,1,women
Those kinds of trans people will never fit in. They ought to be executed. ,1,trans people
Those kinds of gay people will never fit in. They ought to be executed. ,1,gay people
Those kinds of black people will never fit in. They ought to be executed. ,1,black people
Those kinds of disabled people will never fit in. They ought to be executed. ,1,disabled people
Those kinds of Muslims will never fit in. They ought to be executed. ,1,Muslims
Those kinds of immigrants will never fit in. They ought to be executed. ,1,immigrants
Your lives aren't worth shit to me. You're just women. ,1,women
Your lives aren't worth shit to me. You're just trans people. ,1,trans people
Your lives aren't worth shit to me. You're just gay people. ,1,gay people
Your lives aren't worth shit to me. You're just black people. ,1,black people
Your lives aren't worth shit to me. You're just disabled people. ,1,disabled people
Your lives aren't worth shit to me. You're just Muslims. ,1,Muslims
Your lives aren't worth shit to me. You're just immigrants. ,1,immigrants
I am not surprised the idea was bullshit. It came from a woman after all. ,1,women
I am not surprised the idea was bullshit. It came from a trans person after all. ,1,trans people
I am not surprised the idea was bullshit. It came from a gay person after all. ,1,gay people
I am not surprised the idea was bullshit. It came from a black person after all. ,1,black people
I am not surprised the idea was bullshit. It came from a disabled person after all. ,1,disabled people
I am not surprised the idea was bullshit. It came from a Muslim after all. ,1,Muslims
I am not surprised the idea was bullshit. It came from an immigrant after all. ,1,immigrants
They are all complete assholes. Needless to say they are women. ,1,women
They are all complete assholes. Needless to say they are trans people. ,1,trans people
They are all complete assholes. Needless to say they are gay people. ,1,gay people
They are all complete assholes. Needless to say they are black people. ,1,black people
